Id,Support,Start,End,Strand,Length,REMNANT_&_PROPHAGE_location,PROPHAGE_ANNOTATION_NEW,SAMYPH_annotation,PSEUDOGENE,SMBGC,Protein_product,Protein_ID,GO_ID,Product_name,Product_Uniprot,MP24,MP30,MP36,MP48,MP72,Ycongo24,Y24,Y48,MM,SAF,NAG,ONA,HT,REGULATED_HT_vs_MM,MP24_RPKLOG2,MP30_RPKLOG2,MP36_RPKLOG2,MP48_RPKLOG2,MP72_RPKLOG2,MM_RPKLOG2,NAG_RPKLOG2,ONA_RPKLOG2,HT_RPKLOG2,SAF_RPKLOG2,Y24_RPKLOG2,Ycongo24_RPKLOG2,Y48_RPKLOG2,CAT_MP24,CAT_MP30,CAT_MP36,CAT_MP48,CAT_MP72,CAT_MM,CAT_NAG,CAT_ONA,CAT_HT,CAT_SAF,CAT_Y24,CAT_Ycongo24,CAT_Y48,FoldChange_HTvsMM,log2FoldChange_HTvsMM,stat_HTvsMM,pvalue_HTvsMM,padj_HTvsMM,FoldChange_NAGvsMM,log2FoldChange_NAGvsMM,stat_NAGvsMM,pvalue_NAGvsMM,padj_NAGvsMM,FoldChange_ONAvsMM,log2FoldChange_ONAvsMM,stat_ONAvsMM,pvalue_ONAvsMM,padj_ONAvsMM,FoldChange_HTvsMP24,log2FoldChange_HTvsMP24,stat_HTvsMP24,pvalue_HTvsMP24,padj_HTvsMP24
SAM23877_RS14390,NZ_CP012382.1,3237751,3239133,+,1383,NA,NA,NA,NA,NA,WP_053132006.1,WP_053132006.1,A0A0K2ATG4,glycerophosphoryl diester phosphodiesterase membrane domain-containing protein,Putative integral membrane protein,1614,885,948,921,345,1060,1067,411,471,598,458,643,506,False,10.2,9.3,9.4,9.4,8,8.4,8.4,8.9,8.5,8.8,9.6,9.6,8.2,3,2,2,2,2,2,2,2,2,2,2,2,2,1.05,0.071,0.289999999999999,0.771904878377153,0.876401171362309,0.98,-0.029,-0.106,0.91552755919599,0.95616190857971,1.237,0.307,1.22,0.222358396125412,0.390369642801282,0.325,-1.623,-5.11,0.000000322,0.000000885
SAM23877_RS14395,NZ_CP012382.1,3239171,3239908,+,738,NA,NA,NA,NA,NA,WP_053142468.1,WP_162492104.1,A0A0K2AT07,DUF4129 domain-containing protein,Integral membrane protein,236,192,184,117,61,202,214,55,74,82,74,123,97,False,8.3,8,8,7.3,6.4,6.7,6.7,7.4,7.1,6.8,8.2,8.1,6.2,2,2,2,1,1,1,1,1,1,1,2,2,1,1.223,0.291,1.29,0.197109055632454,0.362190920147978,0.975,-0.036,-0.147999999999999,0.882046046539005,0.939167356157909,1.496,0.581,2.399,0.0165,0.0562,0.425,-1.233,-5.11,0.000000322,0.000000886
SAM23877_RS14400,NZ_CP012382.1,3239905,3241125,+,1221,NA,NA,NA,NA,NA,WP_053132009.1,WP_053132009.1,A0A0K2ASY2,DUF4350 domain-containing protein,Secreted protein,80,81,100,78,242,97,84,39,294,383,298,383,392,False,6.1,6.1,6.4,6,7.6,7.9,7.9,8.3,8.3,8.3,6.1,6.3,5,1,1,1,1,2,2,2,2,2,2,1,1,0,1.215,0.281,1.102,0.270632652163377,0.452914438500221,1.012,0.017,0.061,0.951657830926797,0.97651843802146,1.194,0.256,1.02,0.307950848387639,0.488296276855156,4.646,2.216,6.68,0.0000000000238,0.0000000000982
SAM23877_RS14405,NZ_CP012382.1,3241125,3242114,+,990,NA,NA,NA,NA,NA,WP_079030203.1,WP_079030203.1,A0A0K2ASL6,MoxR family ATPase,Uncharacterized protein,109,110,153,123,179,131,127,32,414,501,388,461,535,False,6.8,6.8,7.3,7,7.5,8.7,8.6,8.9,9.1,9,7,7.1,5.1,1,1,1,1,2,2,2,2,2,2,1,1,0,1.174,0.232,0.876,0.380813060426946,0.568350282551697,0.961,-0.058,-0.203999999999999,0.838583654537866,0.91653950738991,1.067,0.093,0.366999999999999,0.713637266089588,0.838352197714897,4.618,2.207,6.02099999999999,0.00000000173,0.00000000606
SAM23877_RS14410,NZ_CP012382.1,3242114,3243424,+,1311,NA,NA,NA,NA,NA,WP_053132014.1,WP_053132014.1,A0A0K2AT54,DUF58 domain-containing protein,Lipoprotein,123,96,137,101,104,136,125,32,215,184,190,207,200,False,6.6,6.2,6.7,6.3,6.3,7.4,7.2,7.3,7.3,7.1,6.6,6.7,4.7,1,1,1,1,1,1,1,1,1,1,1,1,0,0.953,-0.07,-0.314,0.753546631720453,0.866295354780685,0.913,-0.132,-0.533,0.593998309578813,0.768040908204943,0.976,-0.035,-0.171,0.864144025249133,0.934164090138596,1.61,0.687,2.564,0.0104,0.0163
SAM23877_RS14430,NZ_CP012382.1,3249252,3250259,-,1008,NA,NA,NA,NA,NA,WP_053132017.1,WP_053132017.1,A0A0K2AT12,stage II sporulation protein M,Integral membrane protein,235,180,200,230,278,228,192,157,551,376,345,355,356,True_Repressed in HT (vs MM),7.9,7.5,7.6,7.8,8.1,9.1,8.4,8.5,8.5,8.5,7.6,7.8,7.3,2,1,1,2,2,2,2,2,2,2,2,2,1,0.693,-0.529,-2.579,0.00991,0.0371,0.676,-0.565,-2.54,0.0111,0.0497,0.683,-0.549,-2.605,0.00918,0.0355,1.507,0.592,2.762,0.00575,0.00941
SAM23877_RS14435,NZ_CP012382.1,3250386,3251369,+,984,NA,NA,NA,NA,NA,WP_053132019.1,WP_053132019.1,A0A0K2ASY5,RDD family protein,"Cell division protein DivIC (FtsB), stabilizes FtsL against RasP cleavage",475,634,330,183,126,559,676,171,150,63,218,80,84,False,8.9,9.3,8.4,7.5,7,7.3,7.8,6.4,6.4,6,9.4,9.2,7.4,2,2,2,1,1,1,2,1,1,1,2,2,1,0.671,-0.576,-2.023,0.0431,0.116695123199321,1.274,0.35,1.21,0.226162841935171,0.426393478310104,0.632,-0.662,-2.18699999999999,0.0287,0.0858,0.186,-2.428,-6.81,0.00000000000974,0.0000000000417
SAM23877_RS14440,NZ_CP012382.1,3251419,3252033,-,615,NA,NA,NA,NA,NA,WP_053132022.1,WP_053132022.1,A0A0K2AT58,hypothetical protein,Uncharacterized protein,80,40,62,62,537,71,63,98,382,757,1121,397,871,True_Induced in HT (vs MM),7,6.1,6.7,6.7,9.8,9.3,10.8,9.3,10.5,10.3,6.7,6.9,7.3,1,1,1,1,3,2,3,2,3,3,1,1,1,1.894,0.922,3.048,0.0023,0.0112,2.423,1.277,3.645,0.000268,0.00271,1.025,0.035,0.146999999999999,0.883241833478871,0.947486701915644,10.313,3.366,9.81499999999999,9.7E-023,9.47E-022
SAM23877_RS14445,NZ_CP012382.1,3252189,3253646,-,1458,NA,NA,NA,NA,NA,WP_053132025.1,WP_053132025.1,A0A0K2ATH2,adenosylhomocysteinase,Adenosylhomocysteinase (EC 3.3.1.1) (S-adenosyl-L-homocysteine hydrolase) (AdoHcyase),6983,3824,9550,10243,11504,5304,4896,7572,9120,13892,47418,9266,14731,False,12.2,11.4,12.7,12.8,12.9,12.6,15,12.6,13.3,13.2,11.7,11.8,12.3,3,3,3,3,3,3,3,3,3,3,3,3,3,1.38,0.465,1.702,0.0887,0.199633225507361,4.37,2.128,5.34499999999999,0.0000000906,0.00000283,1.01,0.014,0.056,0.955037898204288,0.981783260115724,2.053,1.038,2.964,0.00303,0.00517
SAM23877_RS14450,NZ_CP012382.1,3253985,3254965,-,981,NA,NA,NA,NA,NA,WP_053132028.1,WP_053132028.1,A0A0K2AT16,cation diffusion facilitator family transporter,Transport protein,1546,1402,1776,821,1453,1382,1386,408,3476,7294,2468,5526,5158,False,10.6,10.5,10.8,9.7,10.5,11.8,11.3,12.5,12.4,12.9,10.5,10.5,8.7,3,3,3,3,3,3,3,3,3,3,3,3,2,1.303,0.382,1.451,0.146918908468822,0.290851660261448,0.797,-0.326,-1.149,0.250548743450908,0.453582383024529,1.386,0.471,1.704,0.0884,0.19987044680689,3.211,1.683,4.95399999999999,0.000000728,0.00000192
SAM23877_RS14455,NZ_CP012382.1,3255120,3256271,-,1152,NA,NA,NA,NA,NA,WP_053132032.1,WP_053132032.1,A0A0K2ASZ0,mannose-6-phosphate isomerase,Mannose-6-phosphate isomerase (EC 5.3.1.8),435,506,1128,617,1311,418,403,543,1307,1584,1237,1489,1706,False,8.6,8.8,9.9,9.1,10.2,10.1,10.1,10.3,10.5,10.4,8.5,8.5,8.9,2,2,3,2,3,3,3,3,3,3,2,2,2,1.196,0.258,1.01899999999999,0.30816202222824,0.49399244511242,0.965,-0.052,-0.189,0.8499958747073,0.922651510941583,1.086,0.119,0.499,0.617624849166389,0.769791763037104,3.771,1.915,5.822,0.0000000058,0.000000019
SAM23877_RS14460,NZ_CP012382.1,3256343,3257470,-,1128,NA,NA,NA,NA,NA,WP_053132042.1,WP_053132042.1,A0A0K2ASM3,mannose-6-phosphate isomerase,SIS regulatory protein,122,88,116,162,282,119,121,140,210,349,400,333,401,False,6.8,6.3,6.7,7.2,8,7.5,8.5,8.2,8.5,8.3,6.8,6.7,7,1,1,1,1,2,2,2,2,2,2,1,1,1,1.598,0.677,2.383,0.0172,0.0569,1.585,0.664,2.18,0.0293,0.103543966415466,1.387,0.472,1.702,0.0887,0.200253153295039,3.156,1.658,4.91399999999999,0.000000891,0.00000232
SAM23877_RS37395,NZ_CP012382.1,3257529,3257699,-,171,NA,NA,NA,NA,NA,WP_079030204.1,WP_079030204.1,A0A0K2AT62,Trm112 family protein,UPF0434 protein SAM23877_3067,115,68,50,81,579,115,109,88,471,537,446,592,684,False,9.4,8.7,8.2,8.9,11.7,11.4,11.4,11.8,12,11.6,9.3,9.4,9,2,2,2,2,3,3,3,3,3,3,2,2,2,1.311,0.39,1.585,0.113011437853267,0.240142925148258,0.962,-0.056,-0.216,0.828939614685835,0.911174025201358,1.169,0.225,0.966999999999999,0.333594052574151,0.514661057728282,5.714,2.514,8.406,4.25E-017,2.76E-016
SAM23877_RS14465,NZ_CP012382.1,3258225,3259589,-,1365,NA,NA,NA,NA,NA,WP_053132045.1,WP_053132045.1,A0A0K2ATH6,phosphomannomutase/phosphoglucomutase,Phosphohexose mutase (EC 5.4.2.2) (EC 5.4.2.8),967,709,764,835,505,992,1062,936,762,701,827,850,880,False,9.5,9,9.1,9.3,8.5,9.1,9.2,9.3,9.3,9,9.6,9.5,9.4,2,2,2,2,2,2,2,2,2,2,2,2,2,1.117,0.16,0.758,0.448286737599274,0.631007631919926,1.065,0.091,0.392,0.695231829528554,0.836828848811927,1.079,0.11,0.571999999999999,0.567654086009391,0.730521569524222,0.913,-0.132,-0.542,0.587702502388989,0.64029333034326
SAM23877_RS14470,NZ_CP012382.1,3259837,3261453,-,1617,NA,NA,NA,NA,NA,WP_053142470.1,WP_053142470.1,A0A0K2AT21,L-lactate permease,L-lactate permease,29,13,10,10,4,33,30,21,20,6,17,1,10,False,4.2,3.1,2.8,2.8,1.6,3.7,3.5,0.3,2.8,2.1,4.3,4.4,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.745,-0.425,-1.3,0.193551459213368,0.357766551000418,0.921,-0.118,-0.365999999999999,0.714294472707151,0.84699569209203,0.113,-3.143,-3.57,0.000357,0.00247,0.409,-1.292,-2.36799999999999,0.0179,0.0269
SAM23877_RS14475,NZ_CP012382.1,3261588,3262010,-,423,NA,NA,NA,NA,NA,WP_073729114.1,WP_073729114.1,A0A0K2ASZ5,MULTISPECIES: DUF3499 domain-containing protein,Uncharacterized protein,554,382,268,245,23,894,830,208,45,51,72,50,35,False,10.4,9.8,9.3,9.2,5.8,6.8,7.4,6.9,6.4,6.9,10.9,11,8.9,3,3,2,2,1,1,1,1,1,1,3,3,2,0.875,-0.192,-0.696999999999999,0.485700117331301,0.664036967330837,1.349,0.432,1.395,0.162908081735351,0.342756260672429,1.07,0.098,0.362999999999999,0.716703061094349,0.840236857854953,0.068,-3.871,-9.678,3.76E-022,3.55E-021
SAM23877_RS14480,NZ_CP012382.1,3262305,3262760,+,456,NA,NA,NA,NA,NA,WP_162492150.1,WP_162492150.1,A0A0K2ASM7,metallopeptidase family protein,Uncharacterized protein,304,414,282,109,432,538,663,356,204,142,270,123,89,True_Repressed in HT (vs MM),9.4,9.8,9.3,7.9,9.9,8.8,9.2,8.1,7.6,8.3,10.5,10.2,9.6,2,3,2,2,3,2,2,2,1,2,3,3,2,0.51,-0.972,-3.488,0.000487,0.00296,1.223,0.29,1.127,0.25978771811609,0.464350704911678,0.671,-0.576,-2.21,0.0271,0.0823,0.304,-1.716,-5.86,0.00000000462,0.0000000153
SAM23877_RS14485,NZ_CP012382.1,3262810,3264300,-,1491,NA,NA,NA,NA,NA,WP_053132054.1,WP_053132054.1,A0A0K2AT66,DUF5719 family protein,Putative secreted protein,1926,1430,950,338,222,1748,1863,102,622,401,598,736,528,False,10.3,9.9,9.3,7.8,7.2,8.7,8.7,8.9,8.5,8.1,10.3,10.2,6.1,3,3,2,2,1,2,2,2,2,2,3,3,1,0.889,-0.169,-0.758,0.448313430481097,0.631007631919926,0.973,-0.04,-0.161,0.872086760695778,0.935045012072233,1.125,0.17,0.808,0.419101647984783,0.603377520403792,0.281,-1.829,-6.87399999999999,0.00000000000624,0.0000000000273
SAM23877_RS14490,NZ_CP012382.1,3264297,3268091,-,3795,NA,NA,NA,NA,NA,WP_079030205.1,WP_079030205.1,A0A0K2ATI0,glycosyltransferase,Putative integral membrane regulatory protein,3037,1750,1649,866,470,2674,2591,454,1299,1270,1174,1646,1504,False,9.6,8.8,8.8,7.8,7,8.4,8.3,8.8,8.6,8.4,9.4,9.5,6.9,3,2,2,2,1,2,2,2,2,2,2,2,1,1.121,0.165,0.808,0.418940522598889,0.60421727889139,0.924,-0.114,-0.504,0.614594460815171,0.784198978568107,1.197,0.259,1.29899999999999,0.19393294083218,0.353657714838628,0.501,-0.997,-4.32,0.0000156,0.0000353
SAM23877_RS14495,NZ_CP012382.1,3268334,3268597,-,264,NA,NA,NA,NA,NA,WP_003975777.1,WP_003975777.1,A0A0K2AT25,MULTISPECIES: WhiB family transcriptional regulator,Transcriptional regulator WhiB,2282,3170,5890,2081,2866,4566,5599,3097,934,1687,1182,1480,1076,False,13.1,13.6,14.4,12.9,13.4,11.8,12.1,12.5,12,12.6,14.4,14.1,13.5,3,3,3,3,3,3,3,3,3,3,3,3,3,1.081,0.112,0.408999999999999,0.682245051908699,0.814080382912945,1.141,0.191,0.63,0.528841193488559,0.714631061297238,1.323,0.404,1.347,0.17804358984648,0.333062336447768,0.49,-1.029,-2.47699999999999,0.0133,0.0204
SAM23877_RS14505,NZ_CP012382.1,3269285,3269788,+,504,NA,NA,NA,NA,NA,WP_053132070.1,WP_053132070.1,A0A0K2AT70,cysteine dioxygenase family protein,Cupin domain protein,405,273,1132,45,65,760,1078,44,511,421,818,126,381,False,9.7,9.1,11.1,6.5,7,10,10.7,8,9.6,9.7,11.1,10.6,6.5,3,2,3,1,1,3,3,2,2,2,3,3,1,0.903,-0.148,-0.468,0.639518018353193,0.784101900649558,1.178,0.237,0.687999999999999,0.491436086111985,0.684869543587185,0.469,-1.093,-2.237,0.0253,0.0779,0.95,-0.074,-0.108,0.913991408190026,0.930940774794776
SAM23877_RS14510,NZ_CP012382.1,3269822,3270781,+,960,NA,NA,NA,NA,NA,WP_053132073.1,WP_053132073.1,A0A0K2ATI4,2-phospho-L-lactate transferase,Phosphoenolpyruvate transferase (EC 2.7.8.28) (EPPG:FO PEP transferase),1707,1434,1558,1145,1722,2003,1932,1002,1362,1183,1817,1266,990,False,10.8,10.5,10.7,10.2,10.8,10.5,10.9,10.4,10,10.3,11,11,10,3,3,3,3,3,3,3,3,3,3,3,3,3,0.767,-0.383,-1.915,0.0555,0.141043349978538,1.266,0.341,1.579,0.114227673908625,0.267777128050902,0.95,-0.074,-0.441,0.659149445138062,0.799265197696896,0.584,-0.776,-3.66199999999999,0.00025,0.000493
SAM23877_RS14515,NZ_CP012382.1,3270778,3272121,+,1344,NA,NA,NA,NA,NA,WP_053132078.1,WP_107291956.1,A0A0K2AT31,coenzyme F420-0:L-glutamate ligase,Bifunctional F420 biosynthesis protein FbiB [Includes: Coenzyme F420:L-glutamate ligase (EC 6.3.2.31) (EC 6.3.2.34) (Coenzyme F420-0:L-glutamate ligase) (Coenzyme F420-1:gamma-L-glutamate ligase) /  Dehydro-coenzyme F420-0 reductase (EC 1.3.8.-)],1109,1077,905,921,597,1136,1286,770,501,501,834,591,447,False,9.7,9.6,9.4,9.4,8.8,8.5,9.3,8.8,8.4,8.5,9.9,9.7,9.2,3,3,2,2,2,2,2,2,2,2,3,3,2,0.912,-0.133,-0.79,0.429771604590894,0.613343482344964,1.574,0.654,3.39199999999999,0.000695,0.00577,1.136,0.184,1.187,0.235159333314693,0.406878003283713,0.408,-1.293,-7.373,0.000000000000167,0.000000000000828
SAM23877_RS14520,NZ_CP012382.1,3272205,3273215,+,1011,NA,NA,NA,NA,NA,WP_053132081.1,WP_053132081.1,A0A0K2AT05,3-methyladenine DNA glycosylase,Uncharacterized protein,763,707,390,255,225,799,910,399,104,130,224,144,86,False,9.6,9.5,8.6,8,7.8,6.7,7.8,7.2,6.4,7,9.8,9.6,8.6,2,2,2,2,2,1,2,1,1,1,3,2,2,0.861,-0.217,-0.974999999999999,0.329441093938128,0.516216591551677,1.914,0.936,3.59399999999999,0.000326,0.00315,1.285,0.362,1.62799999999999,0.103487811676698,0.224926648110169,0.115,-3.12,-12.557,3.63E-036,7.37E-035
SAM23877_RS14525,NZ_CP012382.1,3273651,3274733,-,1083,NA,NA,NA,NA,NA,WP_053132084.1,WP_053132084.1,A0A0K2ASN5,NDP-sugar synthase,Putative nucleotide phosphorylase,529,378,341,465,512,410,396,619,424,638,174,331,1079,True_Induced in HT (vs MM),8.9,8.5,8.3,8.7,8.9,8.6,7.3,8.3,10,9.2,8.5,8.6,9.2,2,2,2,2,2,2,1,2,3,2,2,2,2,2.163,1.113,3.637,0.000276,0.00179,0.494,-1.018,-3.136,0.00171,0.0119,0.848,-0.238,-0.963999999999999,0.334954488236526,0.515233214691055,1.995,0.997,3.13499999999999,0.00172,0.00303
SAM23877_RS14530,NZ_CP012382.1,3274840,3276540,-,1701,NA,NA,NA,NA,NA,WP_053142471.1,WP_053142471.1,A0A0K2AT73,N-acetylmuramoyl-L-alanine amidase,Uncharacterized protein,76,46,46,105,1124,58,72,306,424,339,84,183,1787,True_Induced in HT (vs MM),5.5,4.8,4.8,6,9.4,8,5.6,6.8,10,7.6,5.4,5.1,7.5,1,0,0,1,2,2,1,1,3,1,1,1,1,3.27,1.709,3.54099999999999,0.000399,0.00248,0.295,-1.761,-3.59,0.000331,0.00318,0.594,-0.751,-2.055,0.0399,0.110377056707391,20.809,4.379,8.656,4.9E-018,3.44E-017
SAM23877_RS14535,NZ_CP012382.1,3276680,3277444,+,765,NA,NA,NA,NA,NA,WP_053132087.1,WP_053132087.1,A0A0K2ATI8,TIGR03089 family protein,AMP-binding domain-containing protein,639,401,236,226,74,574,584,140,138,109,168,113,130,False,9.7,9,8.3,8.2,6.6,7.5,7.8,7.2,7.4,7.2,9.6,9.6,7.5,3,2,2,2,1,2,2,1,1,1,2,2,1,0.96,-0.059,-0.288999999999999,0.772663723105371,0.876965115167354,1.159,0.213,0.937999999999999,0.348112210480218,0.558905975253054,0.863,-0.213,-1.068,0.285653559080036,0.463607920257648,0.209,-2.257,-9.94899999999999,2.54E-023,2.57E-022
SAM23877_RS14540,NZ_CP012382.1,3277820,3279007,+,1188,NA,NA,NA,NA,NA,WP_244902940.1,WP_053132090.1,A0A0K2AT38,LCP family protein,Transcriptional regulator,295,228,98,62,67,271,268,72,114,73,152,85,127,False,8,7.6,6.4,5.7,5.8,6.6,7,6.2,6.8,6,7.8,7.8,5.9,2,2,1,1,1,1,1,1,1,1,2,2,1,1.092,0.128,0.591999999999999,0.554158917174948,0.717626465159191,1.255,0.328,1.367,0.171589495940757,0.356534433560241,0.808,-0.308,-1.39199999999999,0.163913993608107,0.314854515726329,0.44,-1.186,-4.91399999999999,0.000000892,0.00000233
SAM23877_RS14545,NZ_CP012382.1,3279342,3281117,+,1776,NA,NA,NA,NA,NA,WP_053132094.1,WP_053132094.1,A0A0K2AT10,LCP family protein,Uncharacterized protein,1447,1289,828,489,458,1163,1306,311,584,879,806,889,614,False,9.7,9.5,8.9,8.1,8,8.4,8.8,9,8.4,9,9.5,9.4,7.5,3,2,2,2,2,2,2,2,2,2,2,2,1,1.046,0.065,0.402,0.68762227002542,0.818224577705765,1.328,0.409,2.188,0.0287,0.102323066308214,1.473,0.559,3.11799999999999,0.00182,0.0096,0.428,-1.223,-7.13,0.000000000001,0.00000000000467
SAM23877_RS14550,NZ_CP012382.1,3281317,3283050,+,1734,NA,NA,NA,NA,NA,WP_174532216.1,WP_174532216.1,A0A0K2ASN6,LCP family protein,Cell envelope-associated transcriptional attenuator LytR-CpsA-Psr,1863,2227,2010,3278,6756,2422,3158,8875,1494,1526,1654,1133,1131,False,10.1,10.3,10.2,10.9,11.9,9.8,9.9,9.4,9.4,9.8,10.8,10.4,12.3,3,3,3,3,3,3,3,2,2,2,3,3,3,0.82,-0.286,-1.19,0.234004962576885,0.409438623143507,1.074,0.103,0.397,0.691229031730946,0.83358279487856,0.823,-0.28,-1.18399999999999,0.236422414796861,0.408156097740549,0.615,-0.701,-2.386,0.017,0.0258
SAM23877_RS14555,NZ_CP012382.1,3283256,3284998,+,1743,NA,NA,NA,NA,NA,WP_174532292.1,WP_174532292.1,A0A0K2AT78,LCP family protein,Cell envelope-associated transcriptional attenuator LytR-CpsA-Psr,5039,3789,2682,2813,2079,4676,4477,3474,2250,1991,1790,1932,1484,True_Repressed in HT (vs MM),11.5,11.1,10.6,10.7,10.2,10.3,10,10.1,9.7,10.2,11.3,11.4,11,3,3,3,3,3,3,3,3,2,3,3,3,3,0.691,-0.533,-3.063,0.00219,0.0107,0.82,-0.286,-1.54699999999999,0.121952347121703,0.281931981936608,0.89,-0.168,-1.129,0.258810247121911,0.432978961180095,0.298,-1.747,-10.138,3.74E-024,3.98E-023
SAM23877_RS14560,NZ_CP012382.1,3285075,3286694,+,1620,NA,NA,NA,NA,NA,WP_053132097.1,WP_053132097.1,A0A0K2ATJ2,LCP family protein,Cell envelope-associated transcriptional attenuator LytR-CpsA-Psr,926,742,826,684,631,1171,1113,1340,396,464,306,380,303,False,9.2,8.8,9,8.7,8.6,7.9,7.6,7.9,7.6,8.2,9.4,9.5,9.7,2,2,2,2,2,2,1,2,1,2,2,2,3,0.83,-0.269,-1.12,0.262901514143626,0.444765067350438,0.832,-0.266,-1.014,0.310412694344143,0.521389360523979,0.974,-0.038,-0.172999999999999,0.862279474662749,0.933039781130407,0.338,-1.566,-5.347,0.0000000896,0.000000259
SAM23877_RS14565,NZ_CP012382.1,3286906,3287934,-,1029,NA,NA,NA,NA,NA,WP_053132100.1,WP_053132100.1,A0A0K2AT15,glycosyltransferase family 2 protein,Succinoglycan biosynthesis protein ExoA,6100,3895,2532,1223,585,6351,5929,802,867,777,828,838,624,False,12.5,11.9,11.3,10.2,9.2,9.7,9.7,9.7,9.2,9.6,12.5,12.6,9.6,3,3,3,3,2,3,2,2,2,2,3,3,2,0.776,-0.366,-1.661,0.0967,0.213055302506088,0.965,-0.052,-0.221,0.825283457403873,0.909340105843158,0.978,-0.032,-0.171,0.864039533514554,0.934164090138596,0.106,-3.243,-13.118,2.59E-039,5.82E-038
SAM23877_RS14570,NZ_CP012382.1,3288208,3289584,+,1377,NA,NA,NA,NA,NA,WP_053132103.1,WP_053132103.1,A0A0K2ASP0,LCP family protein,Cell envelope-associated transcriptional attenuator LytR-CpsA-Psr,59,55,45,28,16,60,71,36,90,81,50,148,1085,True_Induced in HT (vs MM),5.4,5.3,5.1,4.4,3.6,6,5.2,6.8,9.6,5.9,5.7,5.5,4.7,1,1,0,0,0,1,0,1,2,1,1,1,0,11.39,3.51,9.44899999999999,3.41E-021,2.6E-019,0.663,-0.592,-1.944,0.0519,0.154798345890908,1.427,0.513,1.838,0.066,0.160928660131692,17.598,4.137,12.8,1.65E-037,3.46E-036
SAM23877_RS14575,NZ_CP012382.1,3289606,3290892,-,1287,NA,NA,NA,NA,NA,WP_174532217.1,WP_174532217.1,A0A0K2AT83,LCP family protein,LytR_cpsA_psr domain-containing protein,1064,719,968,2121,1094,480,586,19606,1600,1038,1789,955,820,True_Repressed in HT (vs MM),9.7,9.1,9.6,10.7,9.7,10.3,10.4,9.5,9.3,9.7,8.8,8.5,13.9,3,2,2,3,2,3,3,2,2,2,2,2,3,0.57,-0.811,-3.43199999999999,0.000599,0.00353,1.089,0.123,0.526,0.598549191710176,0.770378345554014,0.646,-0.63,-2.66299999999999,0.00775,0.0311,0.776,-0.367,-1.49,0.136327019626206,0.174749023429512
SAM23877_RS14580,NZ_CP012382.1,3291012,3291578,+,567,NA,NA,NA,NA,NA,WP_053132108.1,WP_053132108.1,A0A0K2ATJ6,acyl-CoA thioesterase,"Acyl-CoA thioesterase YciA, involved in membrane biogenesis",1303,705,243,169,904,1158,1026,121,1522,971,2290,949,640,True_Repressed in HT (vs MM),11.2,10.3,8.7,8.2,10.6,11.4,12,10.7,10.1,10.7,10.8,11,7.7,3,3,2,2,3,3,3,3,3,3,3,3,2,0.465,-1.105,-4.41,0.0000103,0.0000973,1.38,0.465,1.92,0.0549,0.160807996481663,0.676,-0.565,-2.41,0.016,0.0549,0.497,-1.007,-4.054,0.0000504,0.000108
SAM23877_RS14585,NZ_CP012382.1,3292055,3292600,+,546,NA,NA,NA,NA,NA,WP_053132111.1,NA,NA,hypothetical protein,NA,305,175,140,117,528,233,231,207,329,353,324,379,322,False,9.1,8.3,8,7.8,9.9,9.2,9.2,9.4,9.2,9.3,8.7,8.7,8.6,2,2,2,2,3,2,2,2,2,2,2,2,2,0.986,-0.02,-0.086,0.931245277747221,0.969328406090547,0.988,-0.017,-0.066,0.947153820886714,0.973926036386295,1.099,0.136,0.604999999999999,0.545278335395897,0.711931767661668,1.055,0.078,0.263,0.792207568279474,0.827907909339279
SAM23877_RS14590,NZ_CP012382.1,3292674,3293087,+,414,NA,NA,NA,NA,NA,WP_053132123.1,WP_053132123.1,A0A0K2ASP5,hypothetical protein,Uncharacterized protein,83,35,38,41,22,63,75,41,44,40,40,31,32,False,7.7,6.4,6.6,6.7,5.8,6.8,6.6,6.3,6.3,6.6,7.5,7.3,6.7,2,1,1,1,1,1,1,1,1,1,2,1,1,0.847,-0.24,-0.901,0.36756900536236,0.55522985611498,0.954,-0.068,-0.238999999999999,0.810820588036431,0.902878267861206,0.82,-0.286,-1.054,0.291793558157042,0.470569093717367,0.401,-1.319,-3.757,0.000172,0.000348
SAM23877_RS14595,NZ_CP012382.1,3293123,3293890,+,768,NA,NA,NA,NA,NA,WP_079030207.1,WP_079030207.1,A0A0K2AT88,transposase,Transposase,893,405,112,41,102,1126,949,52,156,258,345,356,186,False,10.2,9,7.2,5.8,7.1,7.7,8.8,8.9,7.9,8.4,10.3,10.5,6.1,3,2,1,1,1,2,2,2,2,2,3,3,1,1.113,0.155,0.580999999999999,0.561518583708489,0.722662940434773,1.745,0.803,2.394,0.0167,0.0677,1.873,0.906,2.722,0.00649,0.027,0.22,-2.185,-5.804,0.00000000646,0.0000000211
